2, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, -0.177145, -0.0992014, -0.0921156, -0.184231, -0.127545, -0.148802, -0.177145, -0.120459, 6.92993, -0.177145, 1, 0.025, 0.014, 0.013, 0.026, 0.018, 0.021, 0.025, 0.017, 0.022, 0.025, 3, 0.0470423, 
2, 1, 8, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -0.125398, -0.125398, -0.178197, -0.0989985, -0.151798, -0.164997, -0.211197, 6.4349, -0.178197, -0.131998, 1, 0.019, 0.019, 0.027, 0.015, 0.023, 0.025, 0.032, 0.025, 0.027, 0.02, 4, 0.0378794, 
3, 1, 12, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, -0.293329, -0.285401, -0.214051, 3.64679, -0.265581, -0.273509, -0.210087, -0.281437, -0.249726, -0.245762, 1, 0.074, 0.072, 0.054, 0.08, 0.067, 0.069, 0.053, 0.071, 0.063, 0.062, 5, 0.0504554, 
3, 1, 28, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, -0.279148, -0.235072, -0.319551, 3.4012, 3.4012, -0.279148, -0.268129, -0.275475, -0.326897, -0.378319, 1, 0.076, 0.064, 0.087, 0.074, 0.074, 0.076, 0.073, 0.075, 0.089, 0.103, 4, 0.0680643, 
2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -0.277637, -0.247622, -0.277637, -0.296397, -0.232615, -0.26263, -0.360178, -0.273885, -0.26263, 3.47797, 1, 0.074, 0.066, 0.074, 0.079, 0.062, 0.07, 0.096, 0.073, 0.07, 0.073, 25, 0.0106614, 
3, 2, 18, 0, 0, 1, 3, 0, 0, 0, 0, 0, 2, 1, -0.725553, -0.68509, 0.742297, 3.47847, -0.786946, -0.717182, -0.665556, -0.678113, -0.726949, 2.09992, 1, 0.52, 0.491, 0.468, 0.507, 0.564, 0.514, 0.477, 0.486, 0.521, 0.495, 172, 0.00416683, 
2, 2, 21, 3, 1, 3, 6, 2, 1, 7, 4, 0, 5, 1, 0.482719, -0.782245, 0.476701, 2.55065, -0.110985, -0.839075, 3.23194, 1.18072, -1.47022, 1.81053, 1, 2.278, 2.17, 2.287, 2.185, 2.166, 2.255, 2.166, 2.234, 2.199, 2.292, 176, 0.00849827, 
3, 2, 29, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, -0.185897, -0.138095, -0.154029, -0.180586, 5.0989, -0.180586, -0.244322, -0.207143, -0.265568, -0.191209, 1, 0.035, 0.026, 0.029, 0.034, 0.04, 0.034, 0.046, 0.039, 0.05, 0.036, 49, 0.00384236, 
1, 2, 30, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, -0.227892, -0.292461, -0.216497, -0.227892, 3.52473, -0.284865, -0.246883, -0.265874, 3.46016, -0.372224, 1, 0.06, 0.077, 0.057, 0.06, 0.072, 0.075, 0.065, 0.07, 0.089, 0.098, 59, 0.00446242, 
2, 2, 47, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, -0.493465, -0.458714, -0.430913, 1.87424, -0.481881, 4.2072, -0.500415, -0.442497, -0.356778, -0.393845, 1, 0.213, 0.198, 0.186, 0.191, 0.208, 0.184, 0.216, 0.191, 0.154, 0.17, 130, 0.00332032, 
3, 2, 50, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 6.12386, 2.89341, 2.90931, -0.324317, -0.260725, -0.248007, -0.308419, -0.276623, -0.260725, -0.308419, 1, 0.074, 0.09, 0.085, 0.102, 0.082, 0.078, 0.097, 0.087, 0.082, 0.097, 40, 0.00786269, 
3, 3, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, -0.274089, 4.25512, -0.265102, -0.283075, -0.197704, -0.19321, -0.211183, -0.20669, -0.238143, -0.184224, 1, 0.061, 0.053, 0.059, 0.063, 0.044, 0.043, 0.047, 0.046, 0.053, 0.041, 39, 0.00570655, 
3, 3, 20, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 1, -0.412521, -0.421441, 4.01149, -0.416981, -0.503945, 1.7705, -0.479417, 1.76827, -0.519554, -0.474957, 1, 0.185, 0.189, 0.201, 0.187, 0.226, 0.206, 0.215, 0.207, 0.233, 0.213, 83, 0.00540315, 
3, 3, 22, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, -0.25719, -0.268881, -0.218222, 3.60456, -0.2455, -0.272778, -0.2455, -0.323436, -0.268881, -0.233809, 1, 0.066, 0.069, 0.056, 0.075, 0.063, 0.07, 0.063, 0.083, 0.069, 0.06, 62, 0.00413902, 
2, 3, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -0.249153, -0.261209, -0.289339, -0.289339, -0.241116, -0.192893, -0.289339, -0.25719, -0.25719, 3.73729, 1, 0.062, 0.065, 0.072, 0.072, 0.06, 0.048, 0.072, 0.064, 0.064, 0.07, 44, 0.00565553, 
1, 3, 40, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, -0.28897, -0.363888, 3.25359, -0.371023, -0.313943, -0.296105, -0.26043, -0.221187, 3.33207, -0.217619, 1, 0.081, 0.102, 0.088, 0.104, 0.088, 0.083, 0.073, 0.062, 0.066, 0.061, 67, 0.00418367, 
2, 3, 44, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -0.254645, -0.254645, -0.241242, -0.205503, -0.24571, -0.20997, 4.26195, -0.1921, -0.205503, -0.196568, 1, 0.057, 0.057, 0.054, 0.046, 0.055, 0.047, 0.046, 0.043, 0.046, 0.044, 25, 0.00895365, 
2, 3, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -0.222393, -0.233513, -0.205714, -0.172355, -0.183474, -0.172355, -0.177915, -0.161235, -0.172355, 5.40415, 1, 0.04, 0.042, 0.037, 0.031, 0.033, 0.031, 0.032, 0.029, 0.031, 0.028, 29, 0.00620213, 
