2, 1, 8, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -0.173581, -0.229375, -0.17978, -0.173581, -0.17978, -0.247973, -0.136385, 6.03814, -0.0991891, -0.0991891, 1, 0.028, 0.037, 0.029, 0.028, 0.029, 0.04, 0.022, 0.026, 0.016, 0.016, 4, 0.040327, 
3, 1, 12, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, -0.201717, -0.192548, -0.229224, 4.35526, -0.252146, -0.229224, -0.210886, -0.229224, -0.302576, -0.169626, 1, 0.044, 0.042, 0.05, 0.05, 0.055, 0.05, 0.046, 0.05, 0.066, 0.037, 5, 0.0436255, 
3, 1, 28, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, -0.133955, -0.086114, -0.086114, 9.44384, 9.47254, -0.114819, -0.0956822, -0.10525, -0.0956822, -0.124387, 1, 0.014, 0.009, 0.009, 0.013, 0.01, 0.012, 0.01, 0.011, 0.01, 0.013, 4, 0.0261281, 
2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -0.212718, -0.189083, -0.179629, -0.231627, -0.0992686, -0.207991, -0.297806, -0.184356, -0.250535, 4.4529, 1, 0.045, 0.04, 0.038, 0.049, 0.021, 0.044, 0.063, 0.039, 0.053, 0.058, 17, 0.012444, 
3, 2, 13, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, -0.349361, -0.283856, -0.349361, 3.3808, -0.283856, -0.243825, -0.280217, -0.258382, -0.291134, -0.236547, 1, 0.096, 0.078, 0.096, 0.071, 0.078, 0.067, 0.077, 0.071, 0.08, 0.065, 76, 0.00361562, 
3, 2, 20, 1, 3, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0.640728, 3.55106, -0.729006, -0.720463, 0.647847, 0.738973, -0.733277, -0.734701, 0.703377, 0.687714, 1, 0.55, 0.506, 0.512, 0.506, 0.545, 0.481, 0.515, 0.516, 0.506, 0.517, 113, 0.00621528, 
2, 2, 21, 2, 2, 3, 6, 2, 2, 8, 3, 0, 5, 1, -0.285919, -0.370802, 0.236139, 2.18077, -0.359952, -0.32868, 3.43869, 0.293578, -1.68041, 1.51193, 1, 2.448, 2.581, 2.63, 2.583, 2.564, 2.515, 2.612, 2.54, 2.633, 2.631, 186, 0.00842406, 
3, 2, 29, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, -0.20038, -0.175943, -0.20038, -0.195493, 4.64784, -0.224817, -0.303014, -0.229704, -0.185718, -0.171056, 1, 0.041, 0.036, 0.041, 0.04, 0.049, 0.046, 0.062, 0.047, 0.038, 0.035, 49, 0.00417574, 
1, 2, 31, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, -0.259305, -0.251678, 3.58832, -0.228798, -0.251678, 3.50824, -0.255491, -0.259305, -0.327944, -0.373704, 1, 0.068, 0.066, 0.059, 0.06, 0.066, 0.08, 0.067, 0.068, 0.086, 0.098, 49, 0.00535183, 
2, 2, 32, 0, 1, 0, 0, 2, 3, 0, 0, 2, 0, 1, -0.676235, 0.713723, -0.651723, -0.719491, 2.1628, 3.65801, -0.771398, -0.719491, 2.14982, -0.720932, 1, 0.469, 0.505, 0.452, 0.499, 0.5, 0.463, 0.535, 0.499, 0.509, 0.5, 128, 0.00541833, 
1, 2, 34, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3.29017, -0.31852, -0.282325, -0.253368, -0.235271, -0.256988, 3.34084, -0.271466, -0.228032, -0.358335, 1, 0.091, 0.088, 0.078, 0.07, 0.065, 0.071, 0.077, 0.075, 0.063, 0.099, 69, 0.00400402, 
2, 2, 47, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, -0.442538, -0.456224, -0.474473, 1.82718, -0.419726, 4.1448, -0.456224, -0.472192, -0.469911, -0.463068, 1, 0.194, 0.2, 0.208, 0.199, 0.184, 0.183, 0.2, 0.207, 0.206, 0.203, 130, 0.00337216, 
3, 2, 50, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 5.04714, -0.171707, 5.00551, -0.249755, -0.166504, -0.145691, -0.223739, -0.150894, -0.265365, -0.228942, 1, 0.03, 0.033, 0.038, 0.048, 0.032, 0.028, 0.043, 0.029, 0.051, 0.044, 31, 0.00619962, 
3, 3, 5, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1.81717, 3.89671, 1.7333, -0.408595, -0.425799, 1.67094, -0.4301, -0.483863, -0.449455, -0.477411, 1, 0.155, 0.188, 0.194, 0.19, 0.198, 0.223, 0.2, 0.225, 0.209, 0.222, 90, 0.00516675, 
3, 3, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, -0.238364, 3.27662, -0.284614, -0.35221, -0.231249, -0.337979, -0.302402, -0.313075, -0.277499, -0.241922, 1, 0.067, 0.079, 0.08, 0.099, 0.065, 0.095, 0.085, 0.088, 0.078, 0.068, 35, 0.00803093, 
3, 3, 20, 0, 0, 2, 0, 1, 1, 0, 1, 0, 0, 1, -0.490338, -0.483621, 4.0145, -0.465709, 1.76208, 1.7576, -0.46347, 1.76208, -0.452275, -0.492577, 1, 0.219, 0.216, 0.207, 0.208, 0.213, 0.215, 0.207, 0.213, 0.202, 0.22, 79, 0.00565355, 
2, 3, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -0.210786, -0.183762, -0.194572, -0.23781, -0.151334, -0.129715, -0.145929, -0.194572, -0.183762, 5.2048, 1, 0.039, 0.034, 0.036, 0.044, 0.028, 0.024, 0.027, 0.036, 0.034, 0.037, 40, 0.00462554, 
2, 3, 44, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -0.253293, -0.211845, -0.221056, -0.184213, -0.221056, -0.234872, 4.37046, -0.239477, -0.198029, -0.216451, 1, 0.055, 0.046, 0.048, 0.04, 0.048, 0.051, 0.051, 0.052, 0.043, 0.047, 32, 0.00678561, 
2, 3, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -0.225691, -0.187276, -0.177672, -0.19688, -0.192078, -0.17287, -0.268909, -0.201682, -0.254503, 4.58105, 1, 0.047, 0.039, 0.037, 0.041, 0.04, 0.036, 0.056, 0.042, 0.053, 0.046, 25, 0.00832996, 
